development_name,building_number,address,interruptions,planned,reported_datetime,status,buildings,units,population
CONEY ISLAND I (SITES 4 & 5)  - Entire Development,,"2925 WEST 27TH STREET BROOKLYN, NY 11224",Water,Unplanned,2020-01-25 12:00:00,Service Restored,2,376,994
