development_name,building_number,address,interruptions,planned,reported_datetime,status,buildings,units,population
WILSON  - Entire Development,,"405 EAST 105TH STREET NEW YORK, NY 10029",Electric NO SERVICE,Unplanned,2020-01-24 08:36:00,Outage Reported,3,398,1210
